Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,igseq_BarcodeFwd,igseq_BarcodeRev,igseq_Chain,igseq_Run,igseq_Specimen_CellCount,igseq_Specimen_CellType,igseq_Specimen,igseq_Specimen_Subject,igseq_Specimen_Timepoint,igseq_Type,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,tissue
SRR33160276,missing,AMPLICON,602,102749360,PRJNA1121265,SAMN48011545,Model organism or animal,70143003,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421198,uncalculated,uncalculated,missing,5,12,light,201207_M05588_0357_000000000-JF895,100000,IgG+,RM6561WK256IGG,6561,256,lambda,Illumina MiSeq,6561,RM6561WK256GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK256GL,missing,SRP512417,missing
SRR33160277,missing,AMPLICON,606,29549772,PRJNA1121265,SAMN48011544,Model organism or animal,20658005,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421197,uncalculated,uncalculated,missing,6,16,heavy,201207_M05588_0357_000000000-JF895,100000,IgG+,RM6561WK256IGG,6561,256,gamma,Illumina MiSeq,6561,RM6561WK256GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK256GH,missing,SRP512417,missing
SRR33160278,missing,AMPLICON,606,71641926,PRJNA1121265,SAMN48011543,Model organism or animal,52918649,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421196,uncalculated,uncalculated,missing,6,20,heavy,201013_M05588_0340_000000000-J9M9L,462000,IgG+,RM40591WK128IGG,40591,128,gamma,Illumina MiSeq,40591,RM40591WK128GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM40591WK128GH2,missing,SRP512417,missing
SRR33160279,missing,AMPLICON,603,556986879,PRJNA1121265,SAMN48011542,Model organism or animal,407101404,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421195,uncalculated,uncalculated,missing,4,19,heavy,201013_M05588_0340_000000000-J9M9L,700000,IgG+,RM40591WK96IGG,40591,96,gamma,Illumina MiSeq,40591,RM40591WK96GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM40591WK96GH2,missing,SRP512417,missing
SRR33160280,missing,AMPLICON,603,418843800,PRJNA1121265,SAMN48011524,Model organism or animal,227857207,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421194,uncalculated,uncalculated,missing,4,19,heavy,200904_M05588_0331_000000000-J6442,120000,IgG+,RM6561WK120IGG,6561,120,gamma,Illumina MiSeq,6561,RM6561WK120GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM6561WK120GH,missing,SRP512417,missing
SRR33160281,missing,AMPLICON,604,92643332,PRJNA1121265,SAMN48011541,Model organism or animal,61422171,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421193,uncalculated,uncalculated,missing,3,9,light,200925_M05588_0337_000000000-J9FWN,462000,IgG+,RM40591WK128IGG,40591,128,kappa,Illumina MiSeq,40591,RM40591WK128GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM40591WK128GL,missing,SRP512417,missing
SRR33160282,missing,AMPLICON,606,532371606,PRJNA1121265,SAMN48011540,Model organism or animal,345075241,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421192,uncalculated,uncalculated,missing,1,7,light,200925_M05588_0337_000000000-J9FWN,700000,IgG+,RM40591WK96IGG,40591,96,kappa,Illumina MiSeq,40591,RM40591WK96GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM40591WK96GL,missing,SRP512417,missing
SRR33160283,missing,AMPLICON,606,39093666,PRJNA1121265,SAMN48011539,Model organism or animal,31309818,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421191,uncalculated,uncalculated,missing,6,20,heavy,200925_M00281_0636_000000000-J9NFC,462000,IgG+,RM40591WK128IGG,40591,128,gamma,Illumina MiSeq,40591,RM40591WK128GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM40591WK128GH,missing,SRP512417,missing
SRR33160284,missing,AMPLICON,603,342002907,PRJNA1121265,SAMN48011538,Model organism or animal,272136568,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421190,uncalculated,uncalculated,missing,4,19,heavy,200925_M00281_0636_000000000-J9NFC,700000,IgG+,RM40591WK96IGG,40591,96,gamma,Illumina MiSeq,40591,RM40591WK96GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM40591WK96GH,missing,SRP512417,missing
SRR33160285,missing,AMPLICON,604,376323408,PRJNA1121265,SAMN48011537,Model organism or animal,202849100,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421189,uncalculated,uncalculated,missing,18,15,light,200911_M00281_0631_000000000-J6446,50000,IgG+,RM6561WK192IGG,6561,192,lambda,Illumina MiSeq,6561,RM6561WK192GL2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM6561WK192GL2,missing,SRP512417,missing
SRR33160286,missing,AMPLICON,602,369648468,PRJNA1121265,SAMN48011663,Model organism or animal,248200017,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421188,uncalculated,uncalculated,missing,5,18,heavy,220715_M05588_0538_000000000-KGTRM,299143,IgG+,RMV031WK32IGG,V031,32,gamma,Illumina MiSeq,V031,RMV031WK32GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RMV031WK32GH2,missing,SRP512417,missing
SRR33160287,missing,AMPLICON,604,5248014664,PRJNA1121265,SAMN48011662,Model organism or animal,3770123373,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421187,uncalculated,uncalculated,missing,3,15,light,220701_M00281_0155_000000000-KCBKM,578096,IgG+,RM42056WK32IGG,42056,32,lambda,Illumina MiSeq,42056,RM42056WK32GL2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RM42056WK32GL2,missing,SRP512417,missing
SRR33160288,missing,AMPLICON,605,758685125,PRJNA1121265,SAMN48011536,Model organism or animal,403946456,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421186,uncalculated,uncalculated,missing,17,14,light,200911_M00281_0631_000000000-J6446,120000,IgG+,RM6561WK120IGG,6561,120,lambda,Illumina MiSeq,6561,RM6561WK120GL2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK120GL2,missing,SRP512417,missing
SRR33160289,missing,AMPLICON,606,4594845924,PRJNA1121265,SAMN48011661,Model organism or animal,3244132183,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421185,uncalculated,uncalculated,missing,6,14,light,220701_M00281_0155_000000000-KCBKM,634548,IgG+,RM42056WK24IGG,42056,24,lambda,Illumina MiSeq,42056,RM42056WK24GL2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RM42056WK24GL2,missing,SRP512417,missing
SRR33160290,missing,AMPLICON,602,928689748,PRJNA1121265,SAMN48011660,Model organism or animal,666428127,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421184,uncalculated,uncalculated,missing,5,8,light,220701_M00281_0155_000000000-KCBKM,634548,IgG+,RM42056WK24IGG,42056,24,kappa,Illumina MiSeq,42056,RM42056WK24GK2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM42056WK24GK2,missing,SRP512417,missing
SRR33160291,missing,AMPLICON,604,3180344484,PRJNA1121265,SAMN48011659,Model organism or animal,1947851961,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421183,uncalculated,uncalculated,missing,8,6,light,220627_M00281_0154_000000000-KG82H,260809,IgG+,RMV031WK40IGG,V031,40,kappa,Illumina MiSeq,V031,RMV031WK40GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RMV031WK40GK,missing,SRP512417,missing
SRR33160292,missing,AMPLICON,605,3284926755,PRJNA1121265,SAMN48011658,Model organism or animal,2237011365,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421182,uncalculated,uncalculated,missing,7,19,heavy,220701_M05588_0534_000000000-KG7DH,260809,IgG+,RMV031WK40IGG,V031,40,gamma,Illumina MiSeq,V031,RMV031WK40GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RMV031WK40GH,missing,SRP512417,missing
SRR33160293,missing,AMPLICON,606,2965370100,PRJNA1121265,SAMN48011657,Model organism or animal,1772148599,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421181,uncalculated,uncalculated,missing,6,9,light,220627_M00281_0154_000000000-KG82H,299143,IgG+,RMV031WK32IGG,V031,32,kappa,Illumina MiSeq,V031,RMV031WK32GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RMV031WK32GK,missing,SRP512417,missing
SRR33160294,missing,AMPLICON,602,2294224408,PRJNA1121265,SAMN48011656,Model organism or animal,1527630526,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421180,uncalculated,uncalculated,missing,5,18,heavy,220701_M05588_0534_000000000-KG7DH,299143,IgG+,RMV031WK32IGG,V031,32,gamma,Illumina MiSeq,V031,RMV031WK32GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RMV031WK32GH,missing,SRP512417,missing
SRR33160295,missing,AMPLICON,603,1864117818,PRJNA1121265,SAMN48011655,Model organism or animal,1128379543,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421179,uncalculated,uncalculated,missing,4,8,light,220627_M00281_0154_000000000-KG82H,143331,IgG+,RMV031WK24IGG,V031,24,kappa,Illumina MiSeq,V031,RMV031WK24GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RMV031WK24GK,missing,SRP512417,missing
SRR33160296,missing,AMPLICON,604,2789334816,PRJNA1121265,SAMN48011654,Model organism or animal,1914331223,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421178,uncalculated,uncalculated,missing,3,17,heavy,220701_M05588_0534_000000000-KG7DH,143331,IgG+,RMV031WK24IGG,V031,24,gamma,Illumina MiSeq,V031,RMV031WK24GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RMV031WK24GH,missing,SRP512417,missing
SRR33160297,missing,AMPLICON,605,2858689130,PRJNA1121265,SAMN48011653,Model organism or animal,1685089064,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421177,uncalculated,uncalculated,missing,2,10,light,220627_M00281_0154_000000000-KG82H,266362,IgG+,RMV031WK20IGG,V031,20,kappa,Illumina MiSeq,V031,RMV031WK20GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RMV031WK20GK,missing,SRP512417,missing
SRR33160298,missing,AMPLICON,606,2743115358,PRJNA1121265,SAMN48011652,Model organism or animal,1842583305,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421176,uncalculated,uncalculated,missing,1,20,heavy,220701_M05588_0534_000000000-KG7DH,266362,IgG+,RMV031WK20IGG,V031,20,gamma,Illumina MiSeq,V031,RMV031WK20GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RMV031WK20GH,missing,SRP512417,missing
SRR33160299,missing,AMPLICON,605,304239980,PRJNA1121265,SAMN48011535,Model organism or animal,161332196,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421175,uncalculated,uncalculated,missing,7,12,light,200911_M00281_0631_000000000-J6446,60000,IgG+,RM6561WK88IGG,6561,88,lambda,Illumina MiSeq,6561,RM6561WK88GL2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK88GL2,missing,SRP512417,missing
SRR33160300,missing,AMPLICON,605,1123792340,PRJNA1121265,SAMN48011651,Model organism or animal,644476099,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421174,uncalculated,uncalculated,missing,2,10,light,220621_M05588_0530_000000000-KG73G,53107,IgG+,RM44715WK144IGG,44715,144,kappa,Illumina MiSeq,44715,RM44715WK144GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM44715WK144GK,missing,SRP512417,missing
SRR33160301,missing,AMPLICON,606,968177112,PRJNA1121265,SAMN48011650,Model organism or animal,581627834,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421173,uncalculated,uncalculated,missing,1,8,light,220621_M05588_0530_000000000-KG73G,80607,IgG+,RM44715WK128IGG,44715,128,kappa,Illumina MiSeq,44715,RM44715WK128GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM44715WK128GK,missing,SRP512417,missing
SRR33160302,missing,AMPLICON,605,723425120,PRJNA1121265,SAMN48011649,Model organism or animal,421986412,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421172,uncalculated,uncalculated,missing,17,6,light,220621_M05588_0530_000000000-KG73G,90646,IgG+,RM44715WK120IGG,44715,120,kappa,Illumina MiSeq,44715,RM44715WK120GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM44715WK120GK,missing,SRP512417,missing
SRR33160303,missing,AMPLICON,606,6018530208,PRJNA1121265,SAMN48011648,Model organism or animal,4289055951,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421171,uncalculated,uncalculated,missing,6,14,light,220616_M05588_0529_000000000-KG7FD,634548,IgG+,RM42056WK24IGG,42056,24,lambda,Illumina MiSeq,42056,RM42056WK24GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RM42056WK24GL,missing,SRP512417,missing
SRR33160304,missing,AMPLICON,602,3566693480,PRJNA1121265,SAMN48011647,Model organism or animal,2064309887,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421170,uncalculated,uncalculated,missing,5,8,light,220621_M05588_0530_000000000-KG73G,634548,IgG+,RM42056WK24IGG,42056,24,kappa,Illumina MiSeq,42056,RM42056WK24GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RM42056WK24GK,missing,SRP512417,missing
SRR33160305,missing,AMPLICON,603,5796029970,PRJNA1121265,SAMN48011646,Model organism or animal,3750982864,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421169,uncalculated,uncalculated,missing,4,19,heavy,220616_M00281_0151_000000000-KG73K,634548,IgG+,RM42056WK24IGG,42056,24,gamma,Illumina MiSeq,42056,RM42056WK24GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:53:00Z,1,RM42056WK24GH,missing,SRP512417,missing
SRR33160306,missing,AMPLICON,604,7256264532,PRJNA1121265,SAMN48011645,Model organism or animal,5243707646,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421168,uncalculated,uncalculated,missing,3,15,light,220616_M05588_0529_000000000-KG7FD,578096,IgG+,RM42056WK32IGG,42056,32,lambda,Illumina MiSeq,42056,RM42056WK32GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:54:00Z,1,RM42056WK32GL,missing,SRP512417,missing
SRR33160307,missing,AMPLICON,604,3982021000,PRJNA1121265,SAMN48011644,Model organism or animal,2310533781,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421167,uncalculated,uncalculated,missing,8,9,light,220621_M05588_0530_000000000-KG73G,578096,IgG+,RM42056WK32IGG,42056,32,kappa,Illumina MiSeq,42056,RM42056WK32GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RM42056WK32GK,missing,SRP512417,missing
SRR33160308,missing,AMPLICON,605,6917159205,PRJNA1121265,SAMN48011643,Model organism or animal,4489317000,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421166,uncalculated,uncalculated,missing,7,20,heavy,220616_M00281_0151_000000000-KG73K,578096,IgG+,RM42056WK32IGG,42056,32,gamma,Illumina MiSeq,42056,RM42056WK32GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:52:00Z,1,RM42056WK32GH,missing,SRP512417,missing
SRR33160309,missing,AMPLICON,605,1747777845,PRJNA1121265,SAMN48011642,Model organism or animal,1223233237,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421165,uncalculated,uncalculated,missing,2,19,heavy,220404_M05588_0507_000000000-KB7WN,313568,IgG+,RM42056WK48IGG,42056,48,gamma,Illumina MiSeq,42056,RM42056WK48GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM42056WK48GH2,missing,SRP512417,missing
SRR33160310,missing,AMPLICON,606,350826732,PRJNA1121265,SAMN48011534,Model organism or animal,190196998,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421164,uncalculated,uncalculated,missing,6,11,light,200911_M00281_0631_000000000-J6446,70000,IgG+,RM6561WK80IGG,6561,80,lambda,Illumina MiSeq,6561,RM6561WK80GL2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK80GL2,missing,SRP512417,missing
SRR33160311,missing,AMPLICON,605,15575779450,PRJNA1121265,SAMN48011641,Model organism or animal,11017039113,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421163,uncalculated,uncalculated,missing,7,17,heavy,220404_M05588_0507_000000000-KB7WN,951662,IgG+,RM40591WK72IGG,40591,72,gamma,Illumina MiSeq,40591,RM40591WK72GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:57:00Z,1,RM40591WK72GH2,missing,SRP512417,missing
SRR33160312,missing,AMPLICON,604,2384379996,PRJNA1121265,SAMN48011640,Model organism or animal,1529544308,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421162,uncalculated,uncalculated,missing,3,12,light,220331_M05588_0506_000000000-KB7W4,313568,IgG+,RM42056WK48IGG,42056,48,lambda,Illumina MiSeq,42056,RM42056WK48GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM42056WK48GL,missing,SRP512417,missing
SRR33160313,missing,AMPLICON,602,3329087692,PRJNA1121265,SAMN48011639,Model organism or animal,1986235862,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421161,uncalculated,uncalculated,missing,5,9,light,220331_M05588_0506_000000000-KB7W4,313568,IgG+,RM42056WK48IGG,42056,48,kappa,Illumina MiSeq,42056,RM42056WK48GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RM42056WK48GK,missing,SRP512417,missing
SRR33160314,missing,AMPLICON,605,1315243985,PRJNA1121265,SAMN48011638,Model organism or animal,740717546,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421160,uncalculated,uncalculated,missing,2,19,heavy,220325_M05588_0505_000000000-KB7VR,313568,IgG+,RM42056WK48IGG,42056,48,gamma,Illumina MiSeq,42056,RM42056WK48GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM42056WK48GH,missing,SRP512417,missing
SRR33160315,missing,AMPLICON,606,2060942976,PRJNA1121265,SAMN48011637,Model organism or animal,1495570474,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421159,uncalculated,uncalculated,missing,6,11,light,220331_M00281_0129_000000000-K44YG,294848,IgG+,RM42056WK40IGG,42056,40,lambda,Illumina MiSeq,42056,RM42056WK40GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM42056WK40GL,missing,SRP512417,missing
SRR33160316,missing,AMPLICON,603,4172605632,PRJNA1121265,SAMN48011636,Model organism or animal,2863842065,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421158,uncalculated,uncalculated,missing,4,8,light,220331_M00281_0129_000000000-K44YG,294848,IgG+,RM42056WK40IGG,42056,40,kappa,Illumina MiSeq,42056,RM42056WK40GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RM42056WK40GK,missing,SRP512417,missing
SRR33160317,missing,AMPLICON,606,2169446670,PRJNA1121265,SAMN48011635,Model organism or animal,1403658591,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421157,uncalculated,uncalculated,missing,1,18,heavy,220325_M00281_0127_000000000-KBFTV,294848,IgG+,RM42056WK40IGG,42056,40,gamma,Illumina MiSeq,42056,RM42056WK40GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM42056WK40GH,missing,SRP512417,missing
